Delinquency,Revolving Credit Percentage,Capital Reserves,Num Late 60,Debt Ratio,Monthly Income,Num Credit Lines,Num Late Past 90,Num Real Estate,Num Late 90,Num Employees
-1,0.539370194,52,0,0.53993005,6861,11,0,2,0,3
-1,0.016195089,49,0,0.068660128,10500,10,0,1,0,0
-1,0.866950293,46,1,0.535738773,11667,5,0,1,0,0
-1,0,43,0,0.495975201,20000,16,0,5,0,0
-1,0.030118613,71,0,0.544448543,2710,9,0,1,0,0
-1,0.9999999,45,0,0.214445605,6700,2,0,0,0,0
-1,0.458819676,54,1,0.383285099,14166,15,1,2,0,0
-1,0.878854857,47,0,0.598022694,8900,17,0,2,0,0
-1,0.256313203,44,0,0.730244184,5200,14,0,3,0,1
-1,0.019961525,89,0,0.009996668,3000,5,0,0,0,0
-1,0.670665867,34,0,0.169735855,12000,3,0,2,0,0
-1,0.154025568,49,0,0.24361451,4658,20,0,2,0,0
-1,0.264911321,62,0,0.249294184,10625,13,0,2,0,1
-1,0.895699148,47,1,0.471958321,6525,9,0,1,1,1
-1,0.015346231,65,0,0.006079027,3618,12,0,0,0,0
-1,0.118936908,37,0,0.038278826,36416,12,0,0,0,1
-1,0.435445166,58,0,0.945970979,3238,16,0,1,0,1
-1,0.746737998,60,0,0.729443595,8500,13,0,2,0,0
-1,0,50,0,0.726978074,5244,6,0,2,1,2
-1,0.473803321,38,0,0.49078789,10800,10,0,2,0,2
-1,0,54,0,0,2916,6,0,0,0,0
-1,0.9999999,68,0,0,4060,1,0,0,0,0
-1,0.051389722,55,0,1.306042032,2283,11,0,2,0,0
-1,0.153526403,29,0,0.223371251,2900,16,0,0,0,0
-1,0.829439019,48,0,0.324549961,3832,6,0,0,0,2
-1,0.31039338,40,1,0.436318517,13700,12,0,2,0,3
-1,0.027963874,84,0,0.00879824,5000,4,0,0,0,0
-1,0.115348867,49,0,0.404901762,4936,12,0,3,0,0
-1,0,93,0,0,4889,5,0,0,0,0
-1,0.174713011,44,0,0.160346574,26660,12,0,1,0,0
-1,0.990631523,36,0,0.600599957,9333,8,0,4,0,2
-1,0.008227578,49,1,0.434946958,8200,11,0,3,0,2
-1,0.132320748,46,0,0.119171513,9800,6,0,1,0,0
-1,0.448658649,43,1,0.228777122,10000,12,0,1,0,1
-1,0.151866152,79,0,0.112253642,3500,2,0,0,0,0
-1,0.020481797,83,0,0.007451836,5501,7,0,0,0,0
-1,0.026335678,41,0,629,0,6,0,0,0,0
-1,0.51907864,65,1,0.306272757,12083,18,1,2,0,0
-1,0.10685409,69,0,0.021432709,5178,6,0,0,0,1
-1,0.01719914,55,0,1.827522936,1089,5,0,2,0,1
-1,0.03037462,53,0,0.201707082,28000,6,0,2,0,3
-1,0.821921722,33,0,0.715953307,2569,5,0,1,0,4
-1,0.209093237,57,0,0.330702447,3800,7,0,2,0,0
-1,0.034116955,66,0,0.180771077,6250,8,0,2,0,0
-1,1.185628743,41,0,0.010996335,3000,1,2,0,0,0
-1,0.254066137,55,0,0.571995634,10076,11,0,2,0,1
-1,0.074577306,34,0,0.628124142,3640,8,0,2,0,0
-1,0.9999999,21,98,0,0,0,98,0,98,0
-1,0.058388322,56,0,0.19077135,11615,6,0,2,0,1
-1,0.003291313,64,0,0.350267048,8050,23,0,2,0,0
-1,0.363617937,56,0,0.311321737,9600,9,0,1,0,1
-1,0.16730168,52,0,0.613483685,4167,18,0,1,0,0
-1,0.704804221,47,0,0.396466279,4640,12,0,0,0,3
-1,0.558882321,49,0,0.487111699,9077,18,0,1,0,3
-1,0.407450243,76,0,437,0,5,0,0,0,0
-1,0.454230942,59,0,0.472206573,10649,9,0,3,0,1
-1,0.38961039,29,0,0.396617986,1300,5,0,0,0,0
-1,0.425517665,41,1,0.318839093,9750,12,0,2,0,2
-1,0,24,0,0.726011561,864,6,0,0,0,0
-1,0.551286919,41,0,1.124334682,4696,19,0,2,0,1
-1,0.032932455,71,0,0.250446561,13435,10,0,3,0,1
-1,0.239929783,62,0,0.230356271,2048,6,0,0,0,0
-1,0.028021842,58,0,0.018490755,2000,8,0,0,0,0
-1,0.626521571,56,1,0.310956522,5749,10,0,1,0,0
-1,0.9999999,63,0,0.199882422,1700,2,0,0,0,0
-1,0.417106303,44,1,0.438400344,4650,11,0,3,0,1
-1,0.932394189,38,0,0.412239489,8300,6,0,1,0,2
-1,0.0045665,58,0,0.014030612,1567,5,0,0,0,0
-1,0.9999999,33,1,0.160309563,3617,1,0,0,0,3
-1,0.540695046,39,0,0.672433036,3583,8,0,0,0,1
-1,0.504059482,86,0,0.357552581,4183,10,0,1,0,0
-1,0.420579645,37,3,0.368717504,4615,6,0,2,0,2
-1,0.374002281,76,0,0.638109679,3956,15,0,1,0,0
-1,0.048434473,58,0,0.41347485,4333,4,0,1,0,0
-1,0.171358253,27,0,2.136212625,300,9,0,0,0,0
-1,0.188259144,50,0,0.33796752,8127,8,0,1,0,1
-1,0.074033375,51,0,0.175490322,7800,9,0,1,0,3
-1,0.663792026,61,3,0.466569465,4800,10,6,2,4,1
-1,0.821973906,52,2,0.199210047,9873,7,0,1,0,2
-1,0.12414219,59,0,0.333083341,10666,9,0,2,0,0
-1,0.012562716,61,0,0.285802252,11367,9,0,1,0,0
-1,0.153700454,39,0,0.28118917,5650,5,0,1,0,0
-1,0.3303633,51,0,0.265805757,11150,6,0,1,0,0
-1,0,29,0,0,2400,3,0,0,0,0
-1,0.466715481,74,2,0.711536058,8000,20,0,1,0,0
-1,0.112978121,45,0,0.127382656,21666,11,0,1,0,3
-1,0.9999999,44,0,0.370377655,5083,3,0,1,0,3
-1,0.803371032,41,0,0.502499039,2600,5,0,0,0,0
-1,0.9999999,52,0,0,2500,0,0,0,0,0
-1,0.044395191,58,0,0.089454739,7500,13,0,1,0,1
-1,0.007758821,61,0,0.609701907,5400,7,0,1,0,0
-1,0.038171327,41,0,0.315995872,4844,5,0,1,0,0
-1,0.001007384,64,0,0.106654301,12938,8,0,1,0,0
-1,0,59,0,0.126484189,8000,5,0,1,0,0
-1,0.969551522,42,0,0.588921283,2400,6,0,0,0,0
-1,0.028019892,62,0,1.95241711,3950,7,0,1,0,0
-1,0.333973032,36,0,0.238213724,7635,9,0,1,0,2
-1,0.215020299,61,0,0.418145464,4000,16,0,1,0,0
-1,0.003461272,52,1,0.71585213,3191,8,0,1,0,0
-1,0.944055944,27,0,0.168207838,2270,3,0,0,0,3
-1,0,39,0,0.652738566,7083,9,0,2,0,1
-1,0.183234776,55,0,0.280965679,11100,11,0,2,0,1
-1,0.278538908,55,0,1.008883953,1800,8,0,2,0,0
-1,0.019142076,39,0,0.736201651,2300,10,0,1,0,2
-1,0.9999999,30,0,0.048419368,2498,0,0,0,0,0
-1,0.349776947,63,0,0.668812171,3417,8,0,1,0,0
-1,0.769780063,55,3,0.0527,9999,7,0,0,0,0
-1,0.340615941,41,0,0.317636405,8833,6,0,2,0,2
-1,0.736284396,37,0,0.174214018,3466,4,0,0,0,1
-1,0.879112089,57,0,0.10331181,4800,6,0,0,0,0
-1,0,60,0,0.347295306,4750,2,0,1,0,2
-1,0.874833555,42,0,0.513744655,3273,6,2,0,0,2
-1,0.093111948,66,0,0.381520385,5616,6,0,1,0,0
-1,0.010675732,73,0,0.374409306,2750,8,0,2,0,0
-1,0,24,0,0.020824656,2400,3,0,0,0,0
-1,1.019993336,32,2,0.213344241,11000,7,0,1,0,0
-1,0.055840605,41,0,0.008436445,5333,9,0,0,0,0
-1,0.029239415,62,0,0.184117154,15500,6,0,2,0,1
-1,0.521652181,41,0,0.353445198,2800,5,0,1,0,1
-1,0.307310105,55,1,0.754016423,2800,5,0,1,0,1
-1,0.256824323,55,0,0.218192511,5100,7,0,0,0,4
-1,0.004371346,48,0,0.286240463,7601,7,0,2,0,1
-1,0,45,2,0.48364924,4800,8,1,1,1,2
-1,0.04130809,72,0,0.005870841,2554,3,0,0,0,0
-1,0.568320818,57,0,0.79273348,4100,7,0,3,0,0
-1,0.309421154,37,0,0.944751381,3800,8,0,2,1,1
-1,0.035658506,38,0,0.150106237,8000,7,0,3,0,0
-1,0.1520058,79,0,0.670342562,4261,28,0,2,0,0
-1,0.040117255,45,1,0.095159697,3036,7,0,0,0,3
-1,0.081614871,49,0,0.172797585,5300,5,0,1,0,1
-1,0.054743094,42,2,0.212930892,6062,19,0,1,1,2
-1,0.043228061,66,0,0.269946011,3333,23,0,0,0,0
-1,0.977404519,61,2,0.286099501,7416,4,0,1,0,0
-1,0.560314747,48,0,0.130661395,5563,5,0,0,0,1
-1,0.996765182,51,0,0.389978938,9020,17,0,1,1,2
-1,0.526734007,46,3,0.984933571,7300,17,0,3,0,1
-1,0.037773972,34,0,0.056448732,8396,14,0,0,0,0
-1,0.124516356,30,0,0.210777923,2300,8,0,0,0,1
-1,0.661451543,26,0,0.05956059,5825,6,0,0,0,4
-1,0.124111803,53,0,0.305608581,11000,8,0,2,0,3
-1,0.191185556,48,0,0.20754178,7000,8,0,1,0,2
-1,0.337664104,37,0,0.292239249,10114,7,0,1,0,1
-1,1.158218126,39,0,0.257593233,2600,2,3,0,1,1
-1,0.038416346,35,0,0.766420085,4460,12,0,2,0,0
-1,0.9999999,26,0,0.100468506,1920,4,0,0,0,0
-1,0.051916832,55,0,0.214370546,6735,9,0,1,0,0
-1,0.702635896,43,0,0.300389433,9500,14,0,1,0,3
-1,0,53,0,0.165638412,7455,8,0,1,0,0
-1,0.204676135,62,1,0.841974432,2815,17,0,2,0,0
-1,0.023391626,71,1,0.128251896,10416,8,0,2,0,1
-1,0.418435946,46,3,0.636868064,4865,14,0,1,0,0
-1,0.00932279,53,0,0.484478936,2705,12,0,1,0,2
-1,0.564941208,36,0,0.508661133,11083,14,0,2,0,0
-1,0.727114935,49,0,0.02879712,10000,2,0,0,0,0
-1,0.045856631,47,1,0.199897881,7833,4,0,1,0,2
-1,0.106701698,26,0,0.796882381,2116,10,0,2,0,0
-1,0.508191332,52,0,0.666894946,7300,12,0,1,0,0
-1,0.433934821,31,1,0.490823137,7191,11,0,2,0,1
-1,0.990854131,53,0,0.442190227,4583,7,0,1,0,1
-1,0.9999999,47,0,512,1,3,0,2,0,0
-1,0.222672811,74,0,0.004643963,7751,6,0,0,0,0
-1,0.067098208,34,0,0.280672862,8500,7,0,2,0,2
-1,0.810481465,60,0,1.742561983,2419,11,0,1,0,0
-1,0.00029999,46,0,0.124334785,6200,4,0,1,0,1
-1,0.041108256,72,0,1.001370802,4376,7,0,1,0,0
-1,0.026846427,72,0,0.26563598,4268,12,0,2,0,0
-1,0.032674183,58,0,0.254486386,19391,9,0,2,0,0
-1,0.420971354,47,0,0.218872051,6400,5,0,1,0,2
-1,0.9999999,32,0,0.112087246,3300,1,1,0,0,2
-1,0.015684112,58,0,0.00762121,12333,3,0,0,0,1
-1,0.9999999,59,1,0.432615534,4132,3,0,1,1,6
-1,0.017454301,43,0,0.004624422,8000,4,0,0,0,1
-1,0.143780977,46,0,0.083691284,7216,14,0,0,0,2
-1,0.464611673,58,0,0.546270718,5791,14,0,2,0,1
-1,0.017744083,67,0,0.054249065,3741,4,0,1,0,0
-1,0.039836813,38,0,0.20941647,5500,6,0,1,0,0
-1,0,59,0,0.001273705,7065,5,0,0,0,0
-1,0.026318531,51,0,1.019579254,4800,15,0,2,0,0
-1,0.117279044,55,0,0.218501703,12333,14,0,1,0,0
-1,0.244123144,39,0,0.377927082,10120,13,0,2,0,0
-1,0.418009291,60,0,0.266346731,5000,13,0,1,0,0
-1,0.265371382,67,1,0.038434293,60700,21,0,1,0,0
-1,0.01919904,73,0,0.006466784,1700,2,0,0,0,0
-1,0.9999999,63,0,0.318292455,5340,5,0,1,0,0
-1,0.744500151,66,0,1.905547226,1333,7,0,3,0,0
-1,0.128874845,37,0,0.225129145,6000,8,0,2,0,3
-1,0.002384022,61,0,0.398697292,2916,11,0,1,0,0
-1,0.97551339,50,0,0.520638361,10150,10,0,3,0,1
-1,0.011597477,54,0,0.567314884,2673,8,0,1,0,0
-1,0.011995202,25,0,0,841,1,0,0,0,0
-1,0.10317671,27,0,0.459011711,3500,8,0,1,0,3
-1,0.358011137,53,0,0.737229102,2583,15,0,1,0,0
-1,1.223877671,40,0,0.294918886,6533,7,0,2,0,2
-1,0.321321431,75,0,1.337987569,11100,7,1,2,0,0
-1,0.149496514,37,0,0.771021144,6100,4,0,2,0,0
-1,0.031640597,70,0,0.307709398,4500,9,1,2,0,1
-1,0.530889516,51,0,0.219890055,2000,7,0,0,0,1
-1,0.302767899,41,0,0.663239075,3500,6,0,1,0,2
-1,0.242932118,56,0,0.360519926,7000,10,0,2,0,3
-1,0.107614482,88,1,0.310125432,5500,10,0,2,0,0
-1,0.53079086,36,0,0.244217687,2939,6,0,0,0,2
-1,1.019994287,26,4,0.124704599,5500,5,1,0,1,0
-1,0.378092332,34,0,0.638289369,2501,8,0,1,0,1
-1,0.054507979,55,0,0.235678078,14400,6,0,1,0,2
-1,0.794311717,62,0,0.507859551,26400,26,0,6,0,2
-1,0,51,1,0.273172683,10000,10,0,2,0,0
-1,0.481959568,55,1,0.478041757,8333,9,0,2,0,1
-1,0.415155078,38,0,0.264168359,5416,11,0,0,0,2
-1,0.029104727,61,0,0.29149668,12500,14,0,2,0,1
-1,0.016117572,67,0,0.011931635,3100,6,0,0,0,0
-1,0.665809231,65,0,0.966890595,4167,9,0,2,0,0
-1,0.503970199,41,0,0.761094545,5700,17,0,2,0,1
-1,0.082170174,38,0,1.154338265,2500,5,0,1,0,0
-1,0.149963622,48,0,0.395230238,13333,8,0,1,0,0
-1,0.912205443,48,0,0.260686966,20000,10,0,1,0,3
-1,0.002447091,56,0,0.382253995,4755,21,0,1,0,0
-1,0.011941036,80,0,0.007498125,4000,4,0,0,0,1
-1,0.487113996,44,0,0.681210232,7700,21,0,2,0,2
-1,0.645490301,51,0,0.507088332,2750,10,0,0,0,1
-1,0.1972545,39,0,0.347330729,6143,9,0,1,0,1
-1,0.253707376,62,0,0.516678666,4166,15,0,2,0,1
-1,0.057047148,67,0,0.215203901,4511,4,0,0,0,0
-1,0.446007919,39,0,0.343585629,11216,12,0,1,0,4
-1,0.001291426,38,0,0.40223616,7333,13,0,1,0,0
-1,0.092390761,48,0,0.216531497,9000,4,0,1,0,0
-1,0.030837715,36,0,0.047850307,7000,4,0,0,0,0
-1,0.9999999,33,0,0.44914756,1700,3,0,0,0,1
-1,0.290716381,37,0,0.458628842,4229,12,0,2,0,2
-1,0.596990371,48,1,0.859364586,4500,11,0,2,0,2
-1,0.789690034,29,0,0.299126899,8360,10,0,2,0,0
-1,0.12635215,41,0,0.100747113,4416,5,0,0,0,1
-1,0.9999999,44,0,0,3287,0,0,0,0,1
-1,0.736536868,57,0,0.398585977,15416,12,0,4,0,0
-1,0.838688175,52,0,0.108778244,5000,1,1,0,0,1
-1,0.128041071,46,0,1580,0,15,0,1,0,0
-1,0.279339749,42,0,0.45812124,2160,8,0,0,0,0
-1,0.020498401,55,0,0.659498664,7858,20,0,2,0,1
-1,0.228602456,53,0,0.285742851,5000,13,0,1,0,4
-1,0.083925747,67,0,0.23244189,4000,7,0,1,0,0
-1,1.002570694,25,0,0.235380117,2051,5,0,0,1,0
-1,0.390557767,62,0,0.180959013,10051,4,0,1,0,2
-1,0,43,0,0.477852215,10000,14,0,5,0,2
-1,0.09119696,56,0,0.281133379,7234,7,0,2,0,3
-1,0.504657109,75,0,0.300789853,52667,30,0,10,0,0
-1,0,22,0,0,2453,1,0,0,0,0
-1,0.934520717,58,1,1.241460542,14432,17,0,3,0,2
-1,0.9999999,24,0,0.127253814,2883,2,0,0,0,0
-1,0.9999999,45,1,0.4826424,2966,5,0,1,0,0
-1,0.000198669,34,0,0,7000,2,0,0,0,2
-1,0.014811041,39,0,0.083177819,3750,10,0,0,0,1
-1,0.031808429,44,0,0.712362301,4084,10,0,2,0,0
-1,0.894407208,38,0,0.316166761,5300,7,0,0,0,2
-1,0.399444283,71,0,0.302687173,5916,5,0,1,0,2
-1,0,79,2,0.325454545,2199,5,0,1,0,1
-1,0.282219565,58,0,0.283270569,15666,24,0,2,0,2
-1,0.044059865,47,0,0.134045077,5900,5,0,1,0,0
-1,0.63829956,50,0,0.664180315,6166,17,0,2,0,1
-1,0.005191905,56,0,0.360553772,4983,6,0,2,0,1
-1,0.817004797,35,1,0.66294689,4838,5,0,1,0,0
-1,0.000117644,40,0,0.226503133,7500,5,0,2,0,0
-1,0.519288692,53,0,0.431933549,8667,8,0,2,0,1
-1,0.061430772,43,1,0.295632699,6250,7,1,1,0,0
-1,0.99190081,49,0,0.43011825,7018,9,0,1,0,2
-1,0.041831939,72,0,0.263865943,4236,5,0,1,0,1
-1,0.349512371,50,1,0.703899771,5666,15,0,1,0,1
-1,0.450220995,45,1,0.32666748,8200,10,0,2,0,1
-1,0.9999999,21,98,0,2000,0,98,0,98,0
-1,0.896215187,47,2,0.284775778,3500,4,0,1,1,3
-1,0.309672452,56,0,0.611262799,5859,11,0,2,0,0
-1,0,63,0,1.447350204,13000,17,0,8,0,0
-1,0,42,0,0.78894691,4595,4,0,1,0,1
-1,0.002175161,34,0,0.247110278,3200,10,0,0,0,1
-1,0.236010581,43,0,0.794037448,5500,15,0,4,0,2
-1,0.283838876,37,0,0.51870894,3500,10,0,2,0,0
-1,0,32,0,0.456458636,2755,3,0,1,0,0
-1,0.468638284,57,1,0.607257829,6833,8,0,1,0,0
-1,0.001728568,53,0,0.000133316,7500,6,0,0,0,0
-1,0.077572174,59,0,0.172881669,10833,5,0,1,0,0
-1,0.018713617,76,0,0.038838017,3166,3,0,1,0,0
-1,0.222343423,38,0,0.553217519,4086,4,0,1,0,2
-1,0.213572854,51,0,0.059008655,5083,2,1,0,0,2
-1,0.020839606,54,0,0.233812242,5080,13,0,2,0,2
-1,0.026437088,72,0,0.096074128,4100,12,0,0,0,1
-1,0.9999999,47,0,0.000512689,3900,0,0,0,0,0
-1,0.013669372,51,0,0.185600361,13291,9,0,2,0,1
-1,0,53,0,0.189544351,7000,11,0,1,0,0
-1,0.001675585,49,0,0.588210789,4800,12,0,2,0,0
-1,0.262451679,47,0,0.427285817,8333,12,0,2,0,2
-1,0.094187313,48,0,0.053893946,6920,5,0,0,0,3
-1,0.114046629,76,0,0.297945946,4624,8,0,1,0,0
-1,0.211236312,49,0,0.585071995,3402,6,0,1,0,2
-1,0.139274429,67,0,0.652538984,2500,7,0,3,0,0
-1,0.565517909,32,0,0.461551997,5682,13,0,2,0,1
-1,0.016605936,58,0,0.004855755,3500,6,0,0,0,2
-1,0.36004822,44,1,0.495056105,9000,17,0,1,0,2
-1,0.181678332,51,0,0.386722655,5000,8,1,2,1,0
-1,0.894309429,50,0,0.976264834,1600,10,0,1,0,0
-1,0.219898311,47,0,0.092780027,8891,7,0,0,0,3
-1,0.287373563,59,0,0.662263477,2800,6,0,1,0,0
-1,0.883421613,69,1,0.350329934,5000,14,0,0,0,0
-1,0.226882799,55,1,0.242320351,7291,14,0,0,0,0
-1,0.312599842,44,0,0.442374487,9500,10,0,2,0,0
-1,0.694494639,52,3,0.427592117,2333,14,0,0,0,2
-1,0.560331216,32,0,0.367631743,4800,13,0,0,0,0
-1,0.044656946,61,0,0.013797241,5000,7,0,0,0,0
-1,0.080299304,41,0,0.69421358,6376,10,0,2,0,2
-1,0.014960501,45,0,0.930809749,11200,21,0,2,0,0
-1,0.781846288,36,0,0.313879823,10417,7,0,1,0,3
-1,0.9999999,42,0,0.577446014,3750,6,0,1,1,0
-1,0.356987393,34,0,0.306091806,4661,7,0,1,0,2
-1,0.444980106,43,1,0.152105987,8000,4,0,0,0,1
-1,0.29679185,41,0,0.516183698,5900,12,0,1,0,0
-1,0.197657888,62,0,0.240054021,17770,13,0,2,0,1
-1,0.626399653,62,0,0.350519014,20326,7,0,4,0,1
-1,0.057712454,70,0,0.191362311,7200,3,0,1,0,0
-1,0.412710685,40,0,0.144859165,7206,8,0,0,0,3
-1,0.9999999,60,0,0,3140,1,0,0,0,0
-1,0.423222365,59,0,0.253375254,5406,9,0,2,0,0
-1,0.160768132,33,0,0.329343706,5012,9,0,1,0,0
-1,0.858969887,69,0,0.011033389,41600,9,0,0,0,0
-1,0,33,0,0.297040263,11250,9,0,1,0,0
-1,0.481774384,35,0,0.546726637,2000,9,0,2,0,0
-1,0.040578867,27,0,0.021024967,760,2,0,0,0,0
-1,0.62080115,38,0,0.314719062,2900,7,0,0,0,0
-1,0.58913847,44,0,0.134086591,10000,15,0,0,0,0
-1,0.276317455,55,0,0.371958671,9000,13,1,1,0,0
-1,0.064461984,56,0,0.258061325,10109,6,0,2,0,0
-1,0.098709895,57,0,0.499423465,13875,17,0,2,0,3
-1,0.920668743,46,1,0.315042926,2678,5,1,0,0,1
-1,0.153820893,30,0,0.109485491,4100,6,0,0,0,3
-1,0.547955773,70,0,0.454448017,6530,5,0,2,0,0
-1,0.055725584,68,0,0.204359128,5000,10,0,1,0,0
-1,0.017448035,63,0,0.002551548,14500,4,0,0,0,1
-1,0.017185714,50,0,0.053409423,6833,11,0,0,0,4
-1,3746,52,2,0.481353326,2600,5,0,1,0,3
-1,0.331104306,62,0,0.227651305,3601,5,0,1,0,0
-1,0,56,0,0.112727273,8249,7,0,1,0,0
-1,0.015202779,58,0,0.116470917,7151,7,0,1,0,0
-1,0.284827767,34,0,0.080289569,9116,7,0,0,0,0
-1,0.058943232,42,0,0.009425878,3500,4,0,0,0,2
-1,0.766719711,43,1,0.613590076,5400,9,0,1,0,0
-1,0,47,0,0.139714571,11000,9,0,1,0,2
-1,0.32282304,43,0,0.562783258,3750,10,0,1,0,1
-1,0.117290293,40,0,0.661558565,8417,7,0,3,0,3
-1,0.023873566,68,0,0.526641724,7750,14,0,2,0,0
-1,0.014599027,70,0,0.217391304,2598,2,0,0,0,0
-1,0.9999999,41,0,0.220283019,10599,1,0,1,0,2
-1,0.032285649,48,0,0.23844872,6600,9,0,2,0,0
-1,0.128178988,46,0,0.054868141,8000,8,0,0,0,1
-1,0.001990172,80,0,0.000249958,12001,8,0,0,0,0
-1,0.246415814,35,1,0.323671498,6416,19,0,1,0,0
-1,0.269596974,46,0,0.053325433,6750,4,0,0,0,0
-1,0.012166482,77,0,0.187521426,5833,8,0,1,0,0
-1,0.9999999,21,0,0,1200,0,0,0,0,0
-1,0.018332111,63,0,0.654115587,3425,10,0,1,0,1
-1,0.100641139,32,0,0.008331945,6000,2,0,0,0,0
-1,0.576674294,56,0,0.356751035,10390,25,0,2,0,1
-1,0.034198577,68,0,0.476154428,5283,10,0,2,0,0
-1,0.131213901,34,0,0.228902522,7334,9,0,2,0,0
-1,0.04045749,65,0,0.986113482,17570,20,0,11,0,0
-1,0.167747385,48,1,0.636907501,4345,13,0,1,0,0
-1,0.060878894,70,1,0.242207892,13025,8,0,2,0,0
-1,0.946323172,49,1,0.810940499,2083,4,1,1,1,1
-1,0,69,0,0.648900733,3001,5,0,2,0,0
-1,0.021119155,61,0,0.498626572,6916,5,0,1,0,0
-1,0.034658788,49,0,0.277264522,9416,13,0,1,0,0
-1,0.013518018,60,0,0.711762746,3000,6,0,1,0,0
-1,0.657801494,81,0,0.131962296,3500,4,0,0,0,0
-1,0.230600979,46,0,0.326866301,2370,5,0,0,0,1
-1,0.0815912,42,0,0.233220847,8000,9,0,2,0,0
-1,0,39,1,0.078992101,10000,4,0,0,0,0
-1,1.026192372,52,5,0.653604776,6532,25,0,2,0,0
-1,0.280553502,61,0,0.122807018,11000,16,0,0,0,0
-1,0.381794972,67,1,0.187762448,5000,17,0,0,0,0
-1,0,32,1,0.151688312,5774,9,0,0,1,4
-1,0.715472162,37,1,0.124441308,4250,3,0,0,0,3
-1,0.137233414,44,0,0.580053496,2616,11,0,1,0,0
-1,0.604039048,39,0,0.447078989,7000,8,0,2,0,4
-1,0.982516284,54,2,0.231838775,6400,5,0,0,0,0
-1,0.084915085,59,2,0.182702861,13666,2,0,1,0,0
-1,0.9999999,63,1,0.00759631,1842,1,1,0,0,1
-1,0.155149868,50,0,0.29342787,7333,6,0,1,0,2
-1,1.566866267,46,2,0.104982503,6000,3,2,0,0,0
-1,0.041629923,62,0,3494,1,14,0,3,0,0
-1,0.302175318,56,0,0.255552719,11750,6,0,1,0,0
-1,0.453210436,46,0,0.260284506,2600,6,0,0,0,2
-1,0.068166326,81,0,892,0,4,0,1,0,0
-1,0.044998393,43,0,0.209379062,10000,5,0,1,0,1
-1,0,47,0,0.418488445,1600,5,2,0,0,0
-1,0.76954592,54,0,0.385709867,6465,9,0,1,0,0
-1,0.031775635,43,0,0.314567029,3960,9,0,2,0,1
-1,0.715034513,39,0,0.615311369,5250,8,0,2,0,2
-1,0.950820697,56,1,0.662900849,14250,11,0,2,0,1
-1,0.9999999,45,0,2.264779351,1200,3,0,2,0,2
-1,0.225645562,47,0,0.284040496,8790,6,0,1,0,0
-1,0.9999999,23,0,0,847,1,0,0,0,0
-1,0.07425925,59,0,0.412698413,1700,11,0,0,0,1
-1,0.119949324,76,0,0.461008665,4500,6,0,1,0,1
-1,0.007817826,68,0,0.001764291,2833,3,0,0,0,0
-1,0,33,0,0.191293576,5650,8,0,1,0,1
-1,0.289371347,38,0,0.612096976,4000,7,0,2,0,2
-1,0.857944153,61,0,0.224030842,4668,20,0,0,0,0
-1,0.141833704,45,0,0.514693097,5750,14,0,2,0,2
-1,1.123876124,26,1,0.356158993,2540,5,3,0,3,2
-1,0.051479906,48,0,0.356625735,25000,16,0,4,0,2
-1,0.751469829,38,0,0.709842257,4500,5,0,1,0,2
-1,0.696224732,49,0,0.735852829,5000,13,0,1,0,0
-1,0.012361584,76,0,0.813137495,2450,4,0,1,0,0
-1,0.048462333,63,0,0.561892131,4523,6,0,2,0,1
-1,0.380177842,59,0,0.23568735,5833,6,0,1,0,1
-1,0.81031169,48,0,0.466771068,10216,15,0,1,0,0
-1,0.000016,80,0,0.716395305,2640,14,0,1,0,0
-1,0.158722752,59,0,0.052973513,2000,4,0,0,0,1
-1,0.135807372,65,0,0.044782087,2500,3,0,0,0,0
-1,0.016432992,63,0,0.233980087,7833,3,0,1,0,0
-1,0.048966776,78,0,0.020595881,5000,4,0,0,0,0
-1,0.985735235,51,0,0.413799482,5405,6,0,1,0,0
-1,0.04219578,38,0,0.352202806,8125,4,0,1,0,2
-1,0.054697967,45,0,0.331698664,9583,5,0,1,0,0
-1,0.103744813,34,0,0.152474588,6000,7,0,0,0,0
-1,0.011226239,59,0,0.29631224,6968,8,0,1,0,0
-1,0.9999999,48,1,0.003845168,3900,0,1,0,1,2
-1,0.036107639,42,0,0.079873569,11705,12,0,1,0,4
-1,0.587841216,33,0,0.304836895,2666,5,0,0,0,0
-1,0.404261217,58,1,0.431303435,13333,15,0,3,0,2
-1,0.9999999,61,0,0.0970495,4100,1,1,0,1,2
-1,0.48935721,48,0,0.393285905,8995,9,0,1,0,0
-1,0.107964287,70,0,0.033370829,8000,5,0,0,0,0
-1,0.103775215,65,0,0.222071349,8100,6,0,2,0,3
-1,0.667713881,38,0,0.129967508,4000,4,0,0,0,3
-1,0.195358053,44,6,0.296411856,7691,13,0,2,0,4
-1,0.239191525,67,0,0.199641404,14500,12,0,1,0,0
-1,0.056885177,58,1,0.438935817,12666,16,0,2,0,0
-1,0.296525124,64,0,0.585913127,8333,6,0,2,0,1
-1,0.021356761,60,0,0.344487402,7500,10,0,1,0,1
-1,0.021131925,30,2,0.002347418,3833,4,0,0,0,0
-1,0.9999999,38,0,0.335416146,4000,2,0,0,0,1
-1,0.487349163,41,0,0.277352018,13700,14,0,2,0,1
-1,0.442455952,48,0,1.289990645,5344,20,0,4,0,0
-1,0.120487853,71,0,0.305092665,6420,3,0,1,0,1
-1,0.016939347,61,1,0.195331249,13750,6,0,1,0,0
