Stock_Price,Strike_Price,Time_to_Maturity,Interest_Rate,Option_Price,Option_Type,Volatility,Implied Volatility
148.49,180,553,0.0026,3.45,0,0.193088177,0.184
148.49,185,553,0.0026,3.05,0,0.193088177,0.1842
148.49,190,553,0.0026,2.38,0,0.193088177,0.1838
148.49,195,553,0.0026,2.07,0,0.193088177,0.1838
148.49,200,553,0.0026,1.55,0,0.193088177,0.1849
148.49,210,553,0.0026,1.08,0,0.193088177,0.1879
148.49,220,553,0.0026,0.84,0,0.193088177,0.1926
148.49,230,553,0.0026,0.49,0,0.193088177,0.1976
148.49,130,0,0.0026,0.04,1,0.193088177,0.9766
148.49,131,0,0.0026,0.06,1,0.193088177,0.9688
148.49,132,0,0.0026,0.12,1,0.193088177,0.9141
148.49,133,0,0.0026,0.06,1,0.193088177,0.8594
148.49,134,0,0.0026,0.03,1,0.193088177,0.7969
148.49,135,0,0.0026,0.01,1,0.193088177,0.5938
148.49,136,0,0.0026,0.02,1,0.193088177,0.6875
148.49,137,0,0.0026,0.01,1,0.193088177,0.5469
148.49,138,0,0.0026,0.02,1,0.193088177,0.5703
148.49,139,0,0.0026,0.02,1,0.193088177,0.4844
148.49,140,0,0.0026,0.03,1,0.193088177,0.3906
148.49,141,0,0.0026,0.01,1,0.193088177,0.3438
148.49,142,0,0.0026,0.03,1,0.193088177,0.2891
148.49,143,0,0.0026,0.01,1,0.193088177,0.2344
148.49,144,0,0.0026,0.01,1,0.193088177,0.2031
148.49,145,0,0.0026,0.01,1,0.193088177,0.1406
148.49,146,0,0.0026,0.07,1,0.193088177,0.0762
148.49,147,0,0.0026,0.15,1,0.193088177,0.0244
148.49,115,7,0.0026,0.1,1,0.193088177,0.6719
148.49,120,7,0.0026,0.03,1,0.193088177,0.5664
148.49,121,7,0.0026,0.12,1,0.193088177,0.5469
148.49,125,7,0.0026,0.03,1,0.193088177,0.4648
148.49,130,7,0.0026,0.06,1,0.193088177,0.419
148.49,131,7,0.0026,0.13,1,0.193088177,0.4043
148.49,132,7,0.0026,0.09,1,0.193088177,0.3887
148.49,133,7,0.0026,0.09,1,0.193088177,0.3779
148.49,134,7,0.0026,0.12,1,0.193088177,0.3643
148.49,135,7,0.0026,0.14,1,0.193088177,0.3496
148.49,136,7,0.0026,0.16,1,0.193088177,0.3369
148.49,137,7,0.0026,0.21,1,0.193088177,0.3257
148.49,138,7,0.0026,0.28,1,0.193088177,0.3145
148.49,139,7,0.0026,0.32,1,0.193088177,0.3023
148.49,140,7,0.0026,0.43,1,0.193088177,0.2959
148.49,141,7,0.0026,0.52,1,0.193088177,0.2861
148.49,142,7,0.0026,0.78,1,0.193088177,0.2769
148.49,143,7,0.0026,0.83,1,0.193088177,0.27
148.49,144,7,0.0026,1.1,1,0.193088177,0.2647
148.49,145,7,0.0026,1.38,1,0.193088177,0.2503
148.49,146,7,0.0026,1.66,1,0.193088177,0.2432
148.49,147,7,0.0026,2.1,1,0.193088177,0.2395
148.49,148,7,0.0026,2.85,1,0.193088177,0.2376
148.49,149,7,0.0026,2.87,1,0.193088177,0.2952
148.49,150,7,0.0026,4.1,1,0.193088177,0.2332
148.49,152.5,7,0.0026,4.65,1,0.193088177,0.3408
148.49,125,14,0.0026,0.06,1,0.193088177,0.4443
148.49,128,14,0.0026,0.29,1,0.193088177,0.4785
148.49,129,14,0.0026,0.89,1,0.193088177,0.4644
148.49,130,14,0.0026,0.52,1,0.193088177,0.3452
148.49,131,14,0.0026,0.52,1,0.193088177,0.4216
148.49,132,14,0.0026,0.25,1,0.193088177,0.3982
148.49,133,14,0.0026,0.96,1,0.193088177,0.3789
148.49,134,14,0.0026,0.38,1,0.193088177,0.3574
148.49,135,14,0.0026,0.28,1,0.193088177,0.3359
148.49,136,14,0.0026,0.3,1,0.193088177,0.2891
148.49,137,14,0.0026,0.45,1,0.193088177,0.3057
148.49,138,14,0.0026,0.61,1,0.193088177,0.2937
148.49,139,14,0.0026,0.49,1,0.193088177,0.2744
148.49,140,14,0.0026,0.7,1,0.193088177,0.252
148.49,141,14,0.0026,0.9,1,0.193088177,0.2529
148.49,142,14,0.0026,1.05,1,0.193088177,0.2483
148.49,143,14,0.0026,1.17,1,0.193088177,0.2332
148.49,144,14,0.0026,1.5,1,0.193088177,0.2273
148.49,145,14,0.0026,1.68,1,0.193088177,0.2219
148.49,146,14,0.0026,2.26,1,0.193088177,0.2186
148.49,148,14,0.0026,3.2,1,0.193088177,0.2334
148.49,150,14,0.0026,4.2,1,0.193088177,0.2507
148.49,152.5,14,0.0026,12.35,1,0.193088177,0.2649
148.49,125,21,0.0026,0.13,1,0.193088177,0.3511
148.49,129,21,0.0026,0.53,1,0.193088177,0.3735
148.49,130,21,0.0026,0.84,1,0.193088177,0.3355
148.49,131,21,0.0026,0.28,1,0.193088177,0.3445
148.49,132,21,0.0026,1.2,1,0.193088177,0.3272
148.49,133,21,0.0026,0.77,1,0.193088177,0.3162
148.49,134,21,0.0026,0.95,1,0.193088177,0.3047
148.49,135,21,0.0026,0.42,1,0.193088177,0.2849
148.49,136,21,0.0026,0.51,1,0.193088177,0.2622
148.49,137,21,0.0026,0.57,1,0.193088177,0.2654
148.49,138,21,0.0026,0.71,1,0.193088177,0.2473
148.49,139,21,0.0026,0.83,1,0.193088177,0.2424
148.49,140,21,0.0026,1,1,0.193088177,0.2362
148.49,141,21,0.0026,1.35,1,0.193088177,0.2324
148.49,142,21,0.0026,1.4,1,0.193088177,0.2317
148.49,143,21,0.0026,1.88,1,0.193088177,0.235
148.49,144,21,0.0026,3.45,1,0.193088177,0.2249
148.49,145,21,0.0026,2.35,1,0.193088177,0.2216
148.49,146,21,0.0026,2.92,1,0.193088177,0.2191
148.49,128,28,0.0026,0.88,1,0.193088177,0.3491
148.49,130,28,0.0026,1.15,1,0.193088177,0.2922
148.49,131,28,0.0026,1.29,1,0.193088177,0.3079
148.49,132,28,0.0026,1.47,1,0.193088177,0.2969
148.49,133,28,0.0026,1.71,1,0.193088177,0.2891
148.49,134,28,0.0026,1.98,1,0.193088177,0.2808
148.49,135,28,0.0026,0.5,1,0.193088177,0.2571
148.49,136,28,0.0026,2.08,1,0.193088177,0.2534
148.49,137,28,0.0026,0.69,1,0.193088177,0.2493
148.49,138,28,0.0026,0.8,1,0.193088177,0.2346
148.49,139,28,0.0026,1.08,1,0.193088177,0.2278
148.49,140,28,0.0026,1.25,1,0.193088177,0.2244
148.49,141,28,0.0026,1.53,1,0.193088177,0.2288
148.49,142,28,0.0026,1.25,1,0.193088177,0.2235
148.49,143,28,0.0026,1.97,1,0.193088177,0.2196
148.49,144,28,0.0026,2.07,1,0.193088177,0.2197
148.49,145,28,0.0026,2.89,1,0.193088177,0.2211
148.49,148,28,0.0026,4.65,1,0.193088177,0.2379
148.49,150,28,0.0026,4.35,1,0.193088177,0.2223
148.49,157.5,28,0.0026,18.3,1,0.193088177,0.3413
148.49,65,35,0.0026,0.01,1,0.193088177,0.9609
148.49,70,35,0.0026,0.03,1,0.193088177,0.875
148.49,75,35,0.0026,0.02,1,0.193088177,0.6875
148.49,80,35,0.0026,0.03,1,0.193088177,0.625
148.49,85,35,0.0026,0.01,1,0.193088177,0.5625
148.49,90,35,0.0026,0.04,1,0.193088177,0.5
148.49,95,35,0.0026,0.01,1,0.193088177,0.5156
148.49,100,35,0.0026,0.05,1,0.193088177,0.457
148.49,105,35,0.0026,0.03,1,0.193088177,0.4219
148.49,110,35,0.0026,0.05,1,0.193088177,0.3809
148.49,115,35,0.0026,0.05,1,0.193088177,0.3535
148.49,120,35,0.0026,0.11,1,0.193088177,0.3193
148.49,125,35,0.0026,0.19,1,0.193088177,0.29
148.49,130,35,0.0026,0.31,1,0.193088177,0.2607
148.49,135,35,0.0026,0.61,1,0.193088177,0.2307
148.49,140,35,0.0026,1.26,1,0.193088177,0.208
148.49,145,35,0.0026,2.81,1,0.193088177,0.1995
148.49,150,35,0.0026,5.45,1,0.193088177,0.2023
148.49,155,35,0.0026,9.5,1,0.193088177,0.2644
148.49,160,35,0.0026,18.2,1,0.193088177,0.3319
148.49,165,35,0.0026,26,1,0.193088177,0.3944
148.49,170,35,0.0026,23,1,0.193088177,0.4594
148.49,175,35,0.0026,23.6,1,0.193088177,0.5671
148.49,180,35,0.0026,33.29,1,0.193088177,0.6056
148.49,185,35,0.0026,55,1,0.193088177,0.5217
148.49,190,35,0.0026,36.9,1,0.193088177,0.6725
148.49,134,42,0.0026,1.5,1,0.193088177,0.2517
148.49,137,42,0.0026,1,1,0.193088177,0.2232
148.49,138,42,0.0026,1.17,1,0.193088177,0.2192
148.49,143,42,0.0026,2.59,1,0.193088177,0.2108
148.49,144,42,0.0026,3.15,1,0.193088177,0.2172
148.49,100,63,0.0026,0.21,1,0.193088177,0.4356
148.49,105,63,0.0026,0.29,1,0.193088177,0.3682
148.49,110,63,0.0026,0.31,1,0.193088177,0.3623
148.49,115,63,0.0026,0.46,1,0.193088177,0.3286
148.49,120,63,0.0026,0.29,1,0.193088177,0.2859
148.49,125,63,0.0026,0.4,1,0.193088177,0.2529
148.49,130,63,0.0026,0.67,1,0.193088177,0.2337
148.49,135,63,0.0026,1.15,1,0.193088177,0.214
148.49,140,63,0.0026,2.07,1,0.193088177,0.1997
148.49,145,63,0.0026,3.75,1,0.193088177,0.1914
148.49,150,63,0.0026,6.7,1,0.193088177,0.1898
148.49,155,63,0.0026,10,1,0.193088177,0.2317
148.49,160,63,0.0026,21.15,1,0.193088177,0.2625
148.49,165,63,0.0026,20.46,1,0.193088177,0.3275
148.49,170,63,0.0026,30.85,1,0.193088177,0.3446
148.49,200,63,0.0026,57.15,1,0.193088177,0.6062
148.49,80,126,0.0026,0.06,1,0.193088177,0.4702
148.49,85,126,0.0026,0.08,1,0.193088177,0.4316
148.49,90,126,0.0026,0.33,1,0.193088177,0.4043
148.49,95,126,0.0026,0.3,1,0.193088177,0.375
148.49,100,126,0.0026,0.4,1,0.193088177,0.3511
148.49,105,126,0.0026,0.59,1,0.193088177,0.3259
148.49,110,126,0.0026,0.42,1,0.193088177,0.293
148.49,115,126,0.0026,0.56,1,0.193088177,0.2793
148.49,120,126,0.0026,0.82,1,0.193088177,0.259
148.49,125,126,0.0026,1.21,1,0.193088177,0.2437
148.49,130,126,0.0026,1.79,1,0.193088177,0.2311
148.49,135,126,0.0026,2.84,1,0.193088177,0.2187
148.49,140,126,0.0026,4.23,1,0.193088177,0.2106
148.49,145,126,0.0026,5.7,1,0.193088177,0.205
148.49,150,126,0.0026,8.95,1,0.193088177,0.2037
148.49,155,126,0.0026,11.5,1,0.193088177,0.2076
148.49,160,126,0.0026,20.93,1,0.193088177,0.2153
148.49,165,126,0.0026,20.66,1,0.193088177,0.259
148.49,170,126,0.0026,21.9,1,0.193088177,0.2846
148.49,175,126,0.0026,29.63,1,0.193088177,0.3107
148.49,60,182,0.0026,0.05,1,0.193088177,0.5088
148.49,65,182,0.0026,0.07,1,0.193088177,0.4805
148.49,70,182,0.0026,0.1,1,0.193088177,0.4648
148.49,75,182,0.0026,0.2,1,0.193088177,0.4439
148.49,80,182,0.0026,0.25,1,0.193088177,0.4141
148.49,85,182,0.0026,0.28,1,0.193088177,0.3892
148.49,90,182,0.0026,0.51,1,0.193088177,0.3648
148.49,95,182,0.0026,0.35,1,0.193088177,0.3438
148.49,100,182,0.0026,0.51,1,0.193088177,0.323
148.49,105,182,0.0026,0.62,1,0.193088177,0.3008
148.49,110,182,0.0026,0.79,1,0.193088177,0.2799
148.49,115,182,0.0026,1.09,1,0.193088177,0.2656
148.49,120,182,0.0026,1.46,1,0.193088177,0.2498
148.49,125,182,0.0026,2,1,0.193088177,0.2362
148.49,130,182,0.0026,2.7,1,0.193088177,0.225
148.49,135,182,0.0026,3.98,1,0.193088177,0.2166
148.49,140,182,0.0026,5.5,1,0.193088177,0.2084
148.49,145,182,0.0026,7.4,1,0.193088177,0.2025
148.49,150,182,0.0026,10.1,1,0.193088177,0.2001
148.49,155,182,0.0026,12.6,1,0.193088177,0.1986
148.49,160,182,0.0026,18.9,1,0.193088177,0.2035
148.49,165,182,0.0026,19.95,1,0.193088177,0.2338
148.49,170,182,0.0026,29.4,1,0.193088177,0.2469
148.49,175,182,0.0026,26.75,1,0.193088177,0.2742
148.49,180,182,0.0026,30.95,1,0.193088177,0.2857
148.49,185,182,0.0026,63.1,1,0.193088177,0.3094
148.49,190,182,0.0026,65.25,1,0.193088177,0.3219
148.49,195,182,0.0026,71.15,1,0.193088177,0.345
148.49,200,182,0.0026,61.05,1,0.193088177,0.3652
148.49,75,217,0.0026,0.2,1,0.193088177,0.4258
148.49,80,217,0.0026,0.5,1,0.193088177,0.398
148.49,85,217,0.0026,0.59,1,0.193088177,0.3755
148.49,90,217,0.0026,0.42,1,0.193088177,0.3543
148.49,95,217,0.0026,0.56,1,0.193088177,0.335
148.49,100,217,0.0026,0.68,1,0.193088177,0.3152
148.49,105,217,0.0026,1.17,1,0.193088177,0.2972
148.49,110,217,0.0026,1.12,1,0.193088177,0.2802
148.49,115,217,0.0026,1.3,1,0.193088177,0.2656
148.49,120,217,0.0026,1.96,1,0.193088177,0.252
148.49,125,217,0.0026,2.61,1,0.193088177,0.2401
148.49,130,217,0.0026,3.65,1,0.193088177,0.2319
148.49,135,217,0.0026,5.1,1,0.193088177,0.2249
148.49,140,217,0.0026,6.5,1,0.193088177,0.2183
148.49,145,217,0.0026,8.05,1,0.193088177,0.2147
148.49,150,217,0.0026,10.63,1,0.193088177,0.2143
148.49,155,217,0.0026,19.65,1,0.193088177,0.2152
148.49,170,217,0.0026,30.1,1,0.193088177,0.2544
148.49,60,553,0.0026,0.55,1,0.193088177,0.3989
148.49,65,553,0.0026,0.75,1,0.193088177,0.3789
148.49,70,553,0.0026,0.85,1,0.193088177,0.3635
148.49,75,553,0.0026,1.05,1,0.193088177,0.3431
148.49,80,553,0.0026,1.62,1,0.193088177,0.3306
148.49,85,553,0.0026,2.2,1,0.193088177,0.3171
148.49,90,553,0.0026,1.88,1,0.193088177,0.3051
148.49,95,553,0.0026,3.05,1,0.193088177,0.2929
148.49,100,553,0.0026,2.85,1,0.193088177,0.2837
148.49,105,553,0.0026,3.3,1,0.193088177,0.2753
148.49,110,553,0.0026,4.15,1,0.193088177,0.2675
148.49,115,553,0.0026,5.33,1,0.193088177,0.2601
148.49,120,553,0.0026,6.5,1,0.193088177,0.2548
148.49,125,553,0.0026,7.91,1,0.193088177,0.249
148.49,130,553,0.0026,9,1,0.193088177,0.2434
148.49,135,553,0.0026,11.35,1,0.193088177,0.2394
148.49,140,553,0.0026,13.35,1,0.193088177,0.2365
148.49,145,553,0.0026,16.1,1,0.193088177,0.2332
148.49,150,553,0.0026,18.4,1,0.193088177,0.2316
148.49,155,553,0.0026,21.59,1,0.193088177,0.2304
148.49,160,553,0.0026,24.6,1,0.193088177,0.2296
148.49,165,553,0.0026,33.5,1,0.193088177,0.2302
148.49,170,553,0.0026,31.47,1,0.193088177,0.2304
148.49,175,553,0.0026,35.8,1,0.193088177,0.2327
148.49,180,553,0.0026,40.3,1,0.193088177,0.2512
148.49,185,553,0.0026,41,1,0.193088177,0.2574
148.49,190,553,0.0026,47.35,1,0.193088177,0.2614
148.49,195,553,0.0026,49,1,0.193088177,0.2666
148.49,200,553,0.0026,52.3,1,0.193088177,0.2725
148.49,220,553,0.0026,82.5,1,0.193088177,0.3232
231.08,220,0,0.0026,10.95,0,0.157464115,0.8936
231.08,230,0,0.0026,1.24,0,0.157464115,0.3594
231.08,240,0,0.0026,0.6,0,0.157464115,0.522
231.08,250,0,0.0026,0.4,0,0.157464115,0.6875
231.08,160,35,0.0026,49.4,0,0.157464115,0.8601
231.08,180,35,0.0026,27.3,0,0.157464115,0.5481
231.08,190,35,0.0026,34,0,0.157464115,0.4758
231.08,195,35,0.0026,23.7,0,0.157464115,0.438
231.08,200,35,0.0026,26.5,0,0.157464115,0.3909
231.08,210,35,0.0026,18.75,0,0.157464115,0.2747
231.08,220,35,0.0026,9.6,0,0.157464115,0.2112
231.08,230,35,0.0026,5.19,0,0.157464115,0.1827
231.08,240,35,0.0026,2.25,0,0.157464115,0.1973
231.08,250,35,0.0026,0.3,0,0.157464115,0.1823
231.08,150,126,0.0026,75.7,0,0.157464115,0.5566
231.08,180,126,0.0026,39,0,0.157464115,0.393
231.08,185,126,0.0026,32.4,0,0.157464115,0.331
231.08,195,126,0.0026,24.3,0,0.157464115,0.2889
231.08,200,126,0.0026,30,0,0.157464115,0.2634
231.08,210,126,0.0026,15.6,0,0.157464115,0.2297
231.08,220,126,0.0026,11.9,0,0.157464115,0.1995
231.08,230,126,0.0026,9.2,0,0.157464115,0.1889
231.08,240,126,0.0026,5.2,0,0.157464115,0.1883
231.08,250,126,0.0026,2,0,0.157464115,0.1831
231.08,260,126,0.0026,1.32,0,0.157464115,0.2463
231.08,230,217,0.0026,13.92,0,0.157464115,0.1851
231.08,250,217,0.0026,5.97,0,0.157464115,0.1834
231.08,220,0,0.0026,0.25,1,0.157464115,0.917
231.08,230,0,0.0026,8,1,0.157464115,0.5879
231.08,165,35,0.0026,0.75,1,0.157464115,0.627
231.08,170,35,0.0026,1.7,1,0.157464115,0.5767
231.08,175,35,0.0026,2.45,1,0.157464115,0.5366
231.08,180,35,0.0026,3,1,0.157464115,0.5718
231.08,185,35,0.0026,4.1,1,0.157464115,0.4898
231.08,190,35,0.0026,0.7,1,0.157464115,0.4443
231.08,195,35,0.0026,0.5,1,0.157464115,0.4382
231.08,200,35,0.0026,0.8,1,0.157464115,0.4146
231.08,210,35,0.0026,1.65,1,0.157464115,0.4068
231.08,220,35,0.0026,2,1,0.157464115,0.2718
231.08,230,35,0.0026,3.7,1,0.157464115,0.2219
231.08,240,35,0.0026,16.2,1,0.157464115,0.223
231.08,160,126,0.0026,0.9,1,0.157464115,0.4939
231.08,175,126,0.0026,1.7,1,0.157464115,0.3773
231.08,180,126,0.0026,2.5,1,0.157464115,0.3601
231.08,190,126,0.0026,4.5,1,0.157464115,0.3911
231.08,195,126,0.0026,1.8,1,0.157464115,0.3554
231.08,200,126,0.0026,2.5,1,0.157464115,0.3228
231.08,210,126,0.0026,4.7,1,0.157464115,0.2529
231.08,220,126,0.0026,5.85,1,0.157464115,0.2188
231.08,230,126,0.0026,11.8,1,0.157464115,0.2149
231.08,160,217,0.0026,0.7,1,0.157464115,0.4119
231.08,165,217,0.0026,0.85,1,0.157464115,0.3583
231.08,175,217,0.0026,1.25,1,0.157464115,0.3059
231.08,210,217,0.0026,6.8,1,0.157464115,0.2188
231.08,220,217,0.0026,9.8,1,0.157464115,0.2169
201.62,185,0,0.0026,14,0,0.159557625,0.9883
201.62,190,0,0.0026,11.45,0,0.159557625,0.7979
201.62,195,0,0.0026,6.7,0,0.159557625,0.5781
201.62,200,0,0.0026,1.1,0,0.159557625,0.1543
201.62,205,0,0.0026,0.05,0,0.159557625,0.2197
201.62,210,0,0.0026,0.05,0,0.159557625,0.5098
201.62,215,0,0.0026,0.05,0,0.159557625,0.7227
201.62,220,0,0.0026,0.04,0,0.159557625,0.9199
201.62,150,35,0.0026,47.7,0,0.159557625,0.6663
201.62,170,35,0.0026,31.07,0,0.159557625,0.3836
201.62,180,35,0.0026,13.2,0,0.159557625,0.2977
201.62,185,35,0.0026,9.56,0,0.159557625,0.2509
201.62,190,35,0.0026,10.79,0,0.159557625,0.2067
201.62,195,35,0.0026,7.52,0,0.159557625,0.1837
201.62,200,35,0.0026,4.9,0,0.159557625,0.1744
201.62,205,35,0.0026,2.25,0,0.159557625,0.1561
201.62,210,35,0.0026,0.89,0,0.159557625,0.1498
201.62,215,35,0.0026,0.35,0,0.159557625,0.1549
201.62,140,63,0.0026,50.4,0,0.159557625,0.5039
201.62,150,63,0.0026,41.3,0,0.159557625,0.4224
201.62,165,63,0.0026,38.6,0,0.159557625,0.3064
201.62,170,63,0.0026,31.12,0,0.159557625,0.2588
201.62,175,63,0.0026,19,0,0.159557625,0.2636
201.62,180,63,0.0026,18.2,0,0.159557625,0.2355
201.62,185,63,0.0026,17.25,0,0.159557625,0.1987
201.62,190,63,0.0026,12.2,0,0.159557625,0.1681
201.62,195,63,0.0026,8.83,0,0.159557625,0.1617
201.62,200,63,0.0026,5.09,0,0.159557625,0.1458
201.62,205,63,0.0026,3.1,0,0.159557625,0.1436
201.62,210,63,0.0026,1.5,0,0.159557625,0.1369
201.62,220,63,0.0026,0.15,0,0.159557625,0.1452
201.62,230,63,0.0026,0.05,0,0.159557625,0.1548
201.62,240,63,0.0026,0.05,0,0.159557625,0.1787
201.62,250,63,0.0026,0.4,0,0.159557625,0.2139
201.62,260,63,0.0026,0.17,0,0.159557625,0.2471
201.62,270,63,0.0026,0.13,0,0.159557625,0.2783
201.62,290,63,0.0026,0.05,0,0.159557625,0.3359
201.62,150,154,0.0026,40.41,0,0.159557625,0.3584
201.62,160,154,0.0026,31.68,0,0.159557625,0.2972
201.62,170,154,0.0026,30,0,0.159557625,0.2221
201.62,175,154,0.0026,19.7,0,0.159557625,0.2251
201.62,180,154,0.0026,13.5,0,0.159557625,0.1913
201.62,185,154,0.0026,17.9,0,0.159557625,0.1632
201.62,190,154,0.0026,13.44,0,0.159557625,0.1596
201.62,195,154,0.0026,11.49,0,0.159557625,0.156
201.62,200,154,0.0026,8.2,0,0.159557625,0.1514
201.62,210,154,0.0026,4.17,0,0.159557625,0.1445
201.62,215,154,0.0026,2.26,0,0.159557625,0.144
201.62,220,154,0.0026,1.6,0,0.159557625,0.1426
201.62,230,154,0.0026,0.4,0,0.159557625,0.1465
201.62,240,154,0.0026,0.1,0,0.159557625,0.1541
201.62,250,154,0.0026,0.05,0,0.159557625,0.1658
201.62,70,182,0.0026,73,0,0.159557625,0.9395
201.62,75,182,0.0026,114.5,0,0.159557625,0.8833
201.62,85,182,0.0026,104.6,0,0.159557625,0.7822
201.62,100,182,0.0026,99.4,0,0.159557625,0.6514
201.62,110,182,0.0026,85.8,0,0.159557625,0.4622
201.62,115,182,0.0026,74.73,0,0.159557625,0.5389
201.62,120,182,0.0026,71.5,0,0.159557625,0.5045
201.62,125,182,0.0026,61.42,0,0.159557625,0.4713
201.62,130,182,0.0026,60.9,0,0.159557625,0.4393
201.62,135,182,0.0026,69.8,0,0.159557625,0.4139
201.62,140,182,0.0026,50.84,0,0.159557625,0.3783
201.62,145,182,0.0026,46.7,0,0.159557625,0.3541
201.62,150,182,0.0026,46,0,0.159557625,0.3298
201.62,155,182,0.0026,36.2,0,0.159557625,0.2971
201.62,160,182,0.0026,35.2,0,0.159557625,0.2694
201.62,165,182,0.0026,24.61,0,0.159557625,0.2221
201.62,170,182,0.0026,31.64,0,0.159557625,0.2044
201.62,175,182,0.0026,26,0,0.159557625,0.1818
201.62,180,182,0.0026,20.6,0,0.159557625,0.1732
201.62,185,182,0.0026,18.6,0,0.159557625,0.1624
201.62,190,182,0.0026,15.1,0,0.159557625,0.1552
201.62,195,182,0.0026,11.8,0,0.159557625,0.151
201.62,200,182,0.0026,9.1,0,0.159557625,0.1499
201.62,205,182,0.0026,6.6,0,0.159557625,0.1477
201.62,210,182,0.0026,4.6,0,0.159557625,0.1425
201.62,220,182,0.0026,1.9,0,0.159557625,0.1416
201.62,230,182,0.0026,0.44,0,0.159557625,0.1432
201.62,240,182,0.0026,0.25,0,0.159557625,0.1488
201.62,95,553,0.0026,109.2,0,0.159557625,0.4072
201.62,100,553,0.0026,104.54,0,0.159557625,0.3831
201.62,105,553,0.0026,94.53,0,0.159557625,0.3642
201.62,120,553,0.0026,83.2,0,0.159557625,0.2969
201.62,125,553,0.0026,79.8,0,0.159557625,0.2775
201.62,135,553,0.0026,69.93,0,0.159557625,0.2437
201.62,140,553,0.0026,55.1,0,0.159557625,0.2288
201.62,145,553,0.0026,50.03,0,0.159557625,0.2166
201.62,150,553,0.0026,42.6,0,0.159557625,0.2063
201.62,155,553,0.0026,47.9,0,0.159557625,0.1954
201.62,160,553,0.0026,36.05,0,0.159557625,0.1913
201.62,165,553,0.0026,28,0,0.159557625,0.1885
201.62,170,553,0.0026,29.7,0,0.159557625,0.1774
201.62,175,553,0.0026,24.3,0,0.159557625,0.1817
201.62,180,553,0.0026,27.25,0,0.159557625,0.164
201.62,185,553,0.0026,22.2,0,0.159557625,0.1587
201.62,190,553,0.0026,20.8,0,0.159557625,0.1578
201.62,195,553,0.0026,17.5,0,0.159557625,0.1574
201.62,200,553,0.0026,16,0,0.159557625,0.1563
201.62,210,553,0.0026,11.5,0,0.159557625,0.1547
201.62,220,553,0.0026,8.2,0,0.159557625,0.1535
201.62,230,553,0.0026,5.7,0,0.159557625,0.1519
201.62,240,553,0.0026,3.69,0,0.159557625,0.1532
201.62,250,553,0.0026,2.45,0,0.159557625,0.1511
201.62,260,553,0.0026,1,0,0.159557625,0.1537
201.62,270,553,0.0026,0.64,0,0.159557625,0.1554
201.62,185,0,0.0026,0.03,1,0.159557625,0.6953
201.62,190,0,0.0026,0.01,1,0.159557625,0.5508
201.62,195,0,0.0026,0.05,1,0.159557625,0.3809
201.62,200,0,0.0026,0.1,1,0.159557625,0.1314
201.62,145,35,0.0026,0.07,1,0.159557625,0.4609
201.62,155,35,0.0026,0.16,1,0.159557625,0.376
201.62,165,35,0.0026,0.1,1,0.159557625,0.3145
201.62,170,35,0.0026,0.15,1,0.159557625,0.2871
201.62,175,35,0.0026,0.25,1,0.159557625,0.273
201.62,180,35,0.0026,0.35,1,0.159557625,0.2407
201.62,185,35,0.0026,0.58,1,0.159557625,0.2085
201.62,190,35,0.0026,0.95,1,0.159557625,0.1867
201.62,195,35,0.0026,1.95,1,0.159557625,0.171
201.62,200,35,0.0026,3.5,1,0.159557625,0.1577
201.62,120,63,0.0026,0.06,1,0.159557625,0.4805
201.62,125,63,0.0026,0.05,1,0.159557625,0.4824
201.62,130,63,0.0026,0.05,1,0.159557625,0.4473
201.62,135,63,0.0026,0.41,1,0.159557625,0.4121
201.62,140,63,0.0026,0.1,1,0.159557625,0.3779
201.62,145,63,0.0026,0.25,1,0.159557625,0.3457
201.62,150,63,0.0026,0.2,1,0.159557625,0.3315
201.62,155,63,0.0026,0.15,1,0.159557625,0.3125
201.62,160,63,0.0026,0.2,1,0.159557625,0.2993
201.62,165,63,0.0026,0.4,1,0.159557625,0.273
201.62,170,63,0.0026,0.43,1,0.159557625,0.2568
201.62,175,63,0.0026,0.6,1,0.159557625,0.2305
201.62,180,63,0.0026,0.9,1,0.159557625,0.2156
201.62,185,63,0.0026,1.3,1,0.159557625,0.2029
201.62,190,63,0.0026,2.08,1,0.159557625,0.1899
201.62,195,63,0.0026,3.5,1,0.159557625,0.1844
201.62,200,63,0.0026,5.1,1,0.159557625,0.1723
201.62,210,63,0.0026,12.1,1,0.159557625,0.1881
201.62,220,63,0.0026,29.5,1,0.159557625,0.2995
201.62,100,154,0.0026,0.05,1,0.159557625,0.4414
201.62,110,154,0.0026,0.3,1,0.159557625,0.4058
201.62,115,154,0.0026,0.11,1,0.159557625,0.3936
201.62,120,154,0.0026,0.6,1,0.159557625,0.3667
201.62,125,154,0.0026,0.3,1,0.159557625,0.3618
201.62,130,154,0.0026,0.5,1,0.159557625,0.3438
201.62,135,154,0.0026,0.35,1,0.159557625,0.3315
201.62,140,154,0.0026,0.45,1,0.159557625,0.3169
201.62,145,154,0.0026,0.6,1,0.159557625,0.2957
201.62,150,154,0.0026,0.55,1,0.159557625,0.2784
201.62,155,154,0.0026,0.7,1,0.159557625,0.2636
201.62,160,154,0.0026,0.9,1,0.159557625,0.2498
201.62,165,154,0.0026,1.6,1,0.159557625,0.2383
201.62,170,154,0.0026,1.66,1,0.159557625,0.2276
201.62,175,154,0.0026,2.1,1,0.159557625,0.2181
